,locator_domain,page_url,location_name,street_address,city,state,zip,store_number,phone,latitude,longitude,hours_of_operation,country_code,location_type
127,rackroomshoes.com,https://www.rackroomshoes.com/store-finder?q=33122&page=25,EAST WEST CROSSING,1825 EAST WEST CONNECTOR SW,AUSTELL,GA,30106,115,7709443497,33.8526021,-84.6068629,"Sun 12:00 PM - 6:00 PM, Mon 10:00 AM - 9:00 PM, Tue 10:00 AM - 9:00 PM, Wed 10:00 AM - 9:00 PM, Thu 10:00 AM - 9:00 PM, Fri 10:00 AM - 9:00 PM, Sat 10:00 AM - 9:00 PM",US,<MISSING>
128,rackroomshoes.com,https://www.rackroomshoes.com/store-finder?q=33122&page=25,TANGER FACTORY STORES,800 STEVEN B TANGER BLVD STE 1110,COMMERCE,GA,30529,252,7063359330,34.2495447,-83.4746491,"Sun 10:00 AM - 7:00 PM, Mon 9:00 AM - 9:00 PM, Tue 9:00 AM - 9:00 PM, Wed 9:00 AM - 9:00 PM, Thu 9:00 AM - 9:00 PM, Fri 9:00 AM - 9:00 PM, Sat 9:00 AM - 9:00 PM",US,<MISSING>
129,rackroomshoes.com,https://www.rackroomshoes.com/store-finder?q=33122&page=25,PROVIDENCE SQUARE,4101 ROSWELL RD STE 402,MARIETTA,GA,30062,40,7709773223,33.9809684,-84.4336778,"Sun 12:00 PM - 6:00 PM, Mon 10:00 AM - 9:00 PM, Tue 10:00 AM - 9:00 PM, Wed 10:00 AM - 9:00 PM, Thu 10:00 AM - 9:00 PM, Fri 10:00 AM - 9:00 PM, Sat 10:00 AM - 9:00 PM",US,<MISSING>
130,rackroomshoes.com,https://www.rackroomshoes.com/store-finder?q=33122&page=26,HIRAM PAVILION,4794 JIMMY LEE SMITH PKWY STE 102,HIRAM,GA,30141,402,6785675040,33.8861973,-84.7468179,"Sun 12:00 PM - 6:00 PM, Mon 10:00 AM - 9:00 PM, Tue 10:00 AM - 9:00 PM, Wed 10:00 AM - 9:00 PM, Thu 10:00 AM - 9:00 PM, Fri 10:00 AM - 9:00 PM, Sat 10:00 AM - 9:00 PM",US,<MISSING>
131,rackroomshoes.com,https://www.rackroomshoes.com/store-finder?q=33122&page=26,ANDERSON MALL,3101 N MAIN ST STE Q06A,ANDERSON,SC,29621,164,8642266157,34.5391162,-82.6717675,"Sun 12:30 PM - 6:00 PM, Mon 10:00 AM - 9:00 PM, Tue 10:00 AM - 9:00 PM, Wed 10:00 AM - 9:00 PM, Thu 10:00 AM - 9:00 PM, Fri 10:00 AM - 9:00 PM, Sat 10:00 AM - 9:00 PM",US,<MISSING>
132,rackroomshoes.com,https://www.rackroomshoes.com/store-finder?q=33122&page=26,PARKSIDE WEST COBB,3805 DALLAS HWY SW STE 500,MARIETTA,GA,30064,743,7709190390,33.950814,-84.6629511,"Sun 11:00 AM - 6:00 PM, Mon 10:00 AM - 9:00 PM, Tue 10:00 AM - 9:00 PM, Wed 10:00 AM - 9:00 PM, Thu 10:00 AM - 9:00 PM, Fri 10:00 AM - 9:00 PM, Sat 10:00 AM - 9:00 PM",US,<MISSING>
133,rackroomshoes.com,https://www.rackroomshoes.com/store-finder?q=33122&page=26,ROSWELL CORNERS SHOPPING CENTER,1125 WOODSTOCK RD STE 530 BLDG D,ROSWELL,GA,30075,421,6787959683,34.0638864,-84.3956541,"Sun 11:00 AM - 7:00 PM, Mon 10:00 AM - 9:00 PM, Tue 10:00 AM - 9:00 PM, Wed 10:00 AM - 9:00 PM, Thu 10:00 AM - 9:00 PM, Fri 10:00 AM - 9:00 PM, Sat 10:00 AM - 9:00 PM",US,<MISSING>
134,rackroomshoes.com,https://www.rackroomshoes.com/store-finder?q=33122&page=26,THE COLLECTION AT FORSYTH,410 PEACHTREE PARKWAY SUITE 226,CUMMING,GA,30041,510,6783416873,34.1527963,-84.1767716,"Sun 12:00 PM - 6:00 PM, Mon 10:00 AM - 9:00 PM, Tue 10:00 AM - 9:00 PM, Wed 10:00 AM - 9:00 PM, Thu 10:00 AM - 9:00 PM, Fri 10:00 AM - 9:00 PM, Sat 10:00 AM - 9:00 PM",US,<MISSING>
135,rackroomshoes.com,https://www.rackroomshoes.com/store-finder?q=33122&page=27,TOWN CENTER AT COBB,400 ERNEST BARRETT PARKWAY,KENNESAW,GA,30144,616,7707951288,34.0180253,-84.5637886,"Sun 12:00 PM - 6:00 PM, Mon 10:00 AM - 9:00 PM, Tue 10:00 AM - 9:00 PM, Wed 10:00 AM - 9:00 PM, Thu 10:00 AM - 9:00 PM, Fri 10:00 AM - 9:00 PM, Sat 10:00 AM - 9:00 PM",US,<MISSING>
136,rackroomshoes.com,https://www.rackroomshoes.com/store-finder?q=33122&page=27,MARBLE CITY SQUARE,129 MCS BLVD,SYLACAUGA,AL,35150,792,2562450055,33.1730236,-86.2827721,"Sun 12:00 PM - 6:00 PM, Mon 10:00 AM - 9:00 PM, Tue 10:00 AM - 9:00 PM, Wed 10:00 AM - 9:00 PM, Thu 10:00 AM - 9:00 PM, Fri 10:00 AM - 9:00 PM, Sat 10:00 AM - 9:00 PM",US,<MISSING>
137,rackroomshoes.com,https://www.rackroomshoes.com/store-finder?q=33122&page=27,CUMMING MARKETPLACE,1625 MARKET PLACE BLVD STE A,CUMMING,GA,30041,423,7708866422,34.188844,-84.1334955,"Sun 11:00 AM - 6:00 PM, Mon 10:00 AM - 9:00 PM, Tue 10:00 AM - 9:00 PM, Wed 10:00 AM - 9:00 PM, Thu 10:00 AM - 9:00 PM, Fri 10:00 AM - 9:00 PM, Sat 10:00 AM - 9:00 PM",US,<MISSING>
138,rackroomshoes.com,https://www.rackroomshoes.com/store-finder?q=33122&page=27,GULFPORT PREMIUM OUTLETS,10000 FACTORY SHOP BLVD STE 630,GULFPORT,MS,39503,739,2288654395,30.4295083,-89.097543,"Sun 11:00 AM - 6:00 PM, Mon 10:00 AM - 9:00 PM, Tue 10:00 AM - 9:00 PM, Wed 10:00 AM - 9:00 PM, Thu 10:00 AM - 9:00 PM, Fri 10:00 AM - 9:00 PM, Sat 10:00 AM - 9:00 PM",US,<MISSING>
139,rackroomshoes.com,https://www.rackroomshoes.com/store-finder?q=33122&page=27,WOODSTOCK SQUARE,126  WOODSTOCK SQUARE AVE,WOODSTOCK,GA,30189,750,6784949791,34.0835126,-84.5463508,"Sun 11:00 AM - 6:00 PM, Mon 10:00 AM - 9:00 PM, Tue 10:00 AM - 9:00 PM, Wed 10:00 AM - 9:00 PM, Thu 10:00 AM - 9:00 PM, Fri 10:00 AM - 9:00 PM, Sat 10:00 AM - 9:00 PM",US,<MISSING>
140,rackroomshoes.com,https://www.rackroomshoes.com/store-finder?q=33122&page=28,FAIRVIEW CORNERS,357 HARRISON BRIDGE RD,SIMPSONVILLE,SC,29680,29,8642282000,34.7031518,-82.2569929,"Sun 12:00 PM - 6:00 PM, Mon 10:00 AM - 9:00 PM, Tue 10:00 AM - 9:00 PM, Wed 10:00 AM - 9:00 PM, Thu 10:00 AM - 9:00 PM, Fri 10:00 AM - 9:00 PM, Sat 10:00 AM - 9:00 PM",US,<MISSING>
141,rackroomshoes.com,https://www.rackroomshoes.com/store-finder?q=33122&page=28,OXFORD EXCHANGE,150 OXFORD EXCHANGE BLVD,OXFORD,AL,36203,489,2568311709,33.6076553,-85.783741,"Sun 12:00 PM - 6:00 PM, Mon 10:00 AM - 9:00 PM, Tue 10:00 AM - 9:00 PM, Wed 10:00 AM - 9:00 PM, Thu 10:00 AM - 9:00 PM, Fri 10:00 AM - 9:00 PM, Sat 10:00 AM - 9:00 PM",US,<MISSING>
142,rackroomshoes.com,https://www.rackroomshoes.com/store-finder?q=33122&page=28,NORTH GEORGIA PREMIUM OUTLETS,800 HWY 400 SOUTH STE 830,DAWSONVILLE,GA,30534,281,7062164322,34.3571013,-84.047593,"Sun 11:00 AM - 7:00 PM, Mon 10:00 AM - 9:00 PM, Tue 10:00 AM - 9:00 PM, Wed 10:00 AM - 9:00 PM, Thu 10:00 AM - 9:00 PM, Fri 10:00 AM - 9:00 PM, Sat 10:00 AM - 9:00 PM",US,<MISSING>
143,rackroomshoes.com,https://www.rackroomshoes.com/store-finder?q=33122&page=28,PROMENADE AT CAROLINA RESERVE,7796 CHARLOTTE HIGHWAY STE 104,INDIAN LAND,SC,29707,741,8035488720,34.9399854,-80.8351417,"Sun 12:00 PM - 6:00 PM, Mon 10:00 AM - 9:00 PM, Tue 10:00 AM - 9:00 PM, Wed 10:00 AM - 9:00 PM, Thu 10:00 AM - 9:00 PM, Fri 10:00 AM - 9:00 PM, Sat 10:00 AM - 9:00 PM",US,<MISSING>
144,rackroomshoes.com,https://www.rackroomshoes.com/store-finder?q=33122&page=28,HARTWELL VILLAGE,13360 CLEMSON BLVD SUITE D,SENECA,SC,29678,756,8646540048,34.6908132,-82.8589276,"Sun 11:00 AM - 7:00 PM, Mon 10:00 AM - 9:00 PM, Tue 10:00 AM - 9:00 PM, Wed 10:00 AM - 9:00 PM, Thu 10:00 AM - 9:00 PM, Fri 10:00 AM - 9:00 PM, Sat 10:00 AM - 9:00 PM",US,<MISSING>
145,rackroomshoes.com,https://www.rackroomshoes.com/store-finder?q=33122&page=29,ROCK HILL GALLERIA,2331 DAVE LYLE BLVD,ROCK HILL,SC,29730,20,8033299899,34.9414292,-80.9640955,"Sun 12:00 PM - 6:00 PM, Mon 10:00 AM - 9:00 PM, Tue 10:00 AM - 9:00 PM, Wed 10:00 AM - 9:00 PM, Thu 10:00 AM - 9:00 PM, Fri 10:00 AM - 9:00 PM, Sat 10:00 AM - 9:00 PM",US,<MISSING>
146,rackroomshoes.com,https://www.rackroomshoes.com/store-finder?q=33122&page=29,CANTON MARKETPLACE,1810 CUMMING HWY SUITE 650,CANTON,GA,30115,531,7704797310,34.235648,-84.4573924,"Sun 12:00 PM - 6:00 PM, Mon 10:00 AM - 9:00 PM, Tue 10:00 AM - 9:00 PM, Wed 10:00 AM - 9:00 PM, Thu 10:00 AM - 9:00 PM, Fri 10:00 AM - 9:00 PM, Sat 10:00 AM - 9:00 PM",US,<MISSING>
147,rackroomshoes.com,https://www.rackroomshoes.com/store-finder?q=33122&page=29,CANTON MARKET PLACE,1810 CUMMING HWY STE 830,CANTON,GA,30115,3062,7703450933,34.2350672,-84.4605002,"Sun 11:00 AM - 7:00 PM, Mon 10:00 AM - 9:00 PM, Tue 10:00 AM - 9:00 PM, Wed 10:00 AM - 9:00 PM, Thu 10:00 AM - 9:00 PM, Fri 10:00 AM - 9:00 PM, Sat 10:00 AM - 9:00 PM",US,<MISSING>
148,rackroomshoes.com,https://www.rackroomshoes.com/store-finder?q=33122&page=29,SHOPS AT GREENRIDGE,1125 WOOD RUFF RD STE 400,GREENVILLE,SC,29607,3051,8642880757,34.8296462,-82.295538,"Sun 11:00 AM - 7:00 PM, Mon 10:00 AM - 9:00 PM, Tue 10:00 AM - 9:00 PM, Wed 10:00 AM - 9:00 PM, Thu 10:00 AM - 9:00 PM, Fri 10:00 AM - 9:00 PM, Sat 10:00 AM - 9:00 PM",US,<MISSING>
149,rackroomshoes.com,https://www.rackroomshoes.com/store-finder?q=33122&page=29,THE VILLAGE COMMONS,6340 WEDDINGTON RD STE B1,WESLEY CHAPEL,NC,28104,593,7048433800,35.000034,-80.6962387,"Sun 12:00 PM - 6:00 PM, Mon 10:00 AM - 9:00 PM, Tue 10:00 AM - 9:00 PM, Wed 10:00 AM - 9:00 PM, Thu 10:00 AM - 9:00 PM, Fri 10:00 AM - 9:00 PM, Sat 10:00 AM - 9:00 PM",US,<MISSING>
150,rackroomshoes.com,https://www.rackroomshoes.com/store-finder?q=33122&page=30,HAYWOOD MALL,700 HAYWOOD ROAD SPACE 2119-A,GREENVILLE,SC,29607,247,8642347659,34.8500433,-82.3320059,"Sun 12:30 PM - 6:00 PM, Mon 10:00 AM - 9:00 PM, Tue 10:00 AM - 9:00 PM, Wed 10:00 AM - 9:00 PM, Thu 10:00 AM - 9:00 PM, Fri 10:00 AM - 9:00 PM, Sat 10:00 AM - 9:00 PM",US,<MISSING>
151,rackroomshoes.com,https://www.rackroomshoes.com/store-finder?q=33122&page=30,POPLIN PLACE,3029 W HIGHWAY 74,MONROE,NC,28110,490,7042898232,35.0213418,-80.5827706,"Sun 12:00 PM - 6:00 PM, Mon 10:00 AM - 9:00 PM, Tue 10:00 AM - 9:00 PM, Wed 10:00 AM - 9:00 PM, Thu 10:00 AM - 9:00 PM, Fri 10:00 AM - 9:00 PM, Sat 10:00 AM - 9:00 PM",US,<MISSING>
152,rackroomshoes.com,https://www.rackroomshoes.com/store-finder?q=33122&page=30,TOWN AND COUNTRY SHOPPING CTR,6101 CALHOUN MEMORIAL HWY STE FF,EASLEY,SC,29640,398,8648592054,34.8218724,-82.577854,"Sun 12:00 PM - 6:00 PM, Mon 10:00 AM - 9:00 PM, Tue 10:00 AM - 9:00 PM, Wed 10:00 AM - 9:00 PM, Thu 10:00 AM - 9:00 PM, Fri 10:00 AM - 9:00 PM, Sat 10:00 AM - 9:00 PM",US,<MISSING>
153,rackroomshoes.com,https://www.rackroomshoes.com/store-finder?q=33122&page=30,BLAKENEY SHOPPING CENTER,9876 REA ROAD STE A,CHARLOTTE,NC,28277,3066,7045428865,35.0354297,-80.8092079,"Sun 11:00 AM - 7:00 PM, Mon 10:00 AM - 9:00 PM, Tue 10:00 AM - 9:00 PM, Wed 10:00 AM - 9:00 PM, Thu 10:00 AM - 9:00 PM, Fri 10:00 AM - 9:00 PM, Sat 10:00 AM - 9:00 PM",US,<MISSING>
154,rackroomshoes.com,https://www.rackroomshoes.com/store-finder?q=33122&page=30,WESTGATE CROSSING SHOPPING CENTER,660 SPARTAN BLVD #100,SPARTANBURG,SC,29301,75,8645878605,34.94325985,-81.99700754,"Sun 12:00 PM - 6:00 PM, Mon 10:00 AM - 9:00 PM, Tue 10:00 AM - 9:00 PM, Wed 10:00 AM - 9:00 PM, Thu 10:00 AM - 9:00 PM, Fri 10:00 AM - 9:00 PM, Sat 10:00 AM - 9:00 PM",US,<MISSING>
155,rackroomshoes.com,https://www.rackroomshoes.com/store-finder?q=33122&page=31,HILLCREST MARKET PLACE,1985 E MAIN ST STE 1,SPARTANBURG,SC,29307,485,8645970722,34.9693315,-81.8870072,"Sun 12:00 PM - 6:00 PM, Mon 11:00 AM - 7:00 PM, Tue 11:00 AM - 7:00 PM, Wed 11:00 AM - 7:00 PM, Thu 11:00 AM - 7:00 PM, Fri 11:00 AM - 7:00 PM, Sat 11:00 AM - 7:00 PM",US,<MISSING>
156,rackroomshoes.com,https://www.rackroomshoes.com/store-finder?q=33122&page=31,PIEDMONT MARKETPLACE,1316 W WADE HAMPTON BLVD STE D,LYMAN,SC,29365,601,8644190347,34.9411696,-82.2613406,"Sun 12:00 PM - 7:00 PM, Mon 10:00 AM - 9:00 PM, Tue 10:00 AM - 9:00 PM, Wed 10:00 AM - 9:00 PM, Thu 10:00 AM - 9:00 PM, Fri 10:00 AM - 9:00 PM, Sat 10:00 AM - 9:00 PM",US,<MISSING>
157,rackroomshoes.com,https://www.rackroomshoes.com/store-finder?q=33122&page=31,CAROLINA PLACE MALL,11025 CAROLINA PLACE PKWY STE D39,PINEVILLE,NC,28134,120,7045428716,35.0813417,-80.8756127,"Sun 12:00 PM - 6:00 PM, Mon 10:00 AM - 9:00 PM, Tue 10:00 AM - 9:00 PM, Wed 10:00 AM - 9:00 PM, Thu 10:00 AM - 9:00 PM, Fri 10:00 AM - 9:00 PM, Sat 10:00 AM - 9:00 PM",US,<MISSING>
158,rackroomshoes.com,https://www.rackroomshoes.com/store-finder?q=33122&page=31,THE ARBORETUM,8036 PROVIDENCE RD STE 400,CHARLOTTE,NC,28277,83,7045434622,35.0971424,-80.7805402,"Sun 12:00 PM - 6:00 PM, Mon 10:00 AM - 9:00 PM, Tue 10:00 AM - 9:00 PM, Wed 10:00 AM - 9:00 PM, Thu 10:00 AM - 9:00 PM, Fri 10:00 AM - 9:00 PM, Sat 10:00 AM - 9:00 PM",US,<MISSING>
159,rackroomshoes.com,https://www.rackroomshoes.com/store-finder?q=33122&page=31,RIVERGATE CROSSING,12840 WALKER BRANCH DR STE 100,CHARLOTTE,NC,28273,478,7045040239,35.1005292,-80.985208,"Sun 12:00 PM - 6:00 PM, Mon 10:00 AM - 9:00 PM, Tue 10:00 AM - 9:00 PM, Wed 10:00 AM - 9:00 PM, Thu 10:00 AM - 9:00 PM, Fri 10:00 AM - 9:00 PM, Sat 10:00 AM - 9:00 PM",US,<MISSING>
160,rackroomshoes.com,https://www.rackroomshoes.com/store-finder?q=33122&page=32,COLONIAL PROPERTY ALABASTER PH II,320 SOUTH COLONIAL DR STE 3100,ALABASTER,AL,35007,496,2056649322,33.2236009,-86.8037523,"Sun 12:00 PM - 6:00 PM, Mon 10:00 AM - 9:00 PM, Tue 10:00 AM - 9:00 PM, Wed 10:00 AM - 9:00 PM, Thu 10:00 AM - 9:00 PM, Fri 10:00 AM - 9:00 PM, Sat 10:00 AM - 9:00 PM",US,<MISSING>
161,rackroomshoes.com,https://www.rackroomshoes.com/store-finder?q=33122&page=32,FAYETTEVILLE PAVILLION,2065 SKIBO RD UNIT 1,FAYETTEVILLE,NC,28314,13,9108684244,35.053911,-78.9725263,"Sun 12:00 PM - 6:00 PM, Mon 10:00 AM - 9:00 PM, Tue 10:00 AM - 9:00 PM, Wed 10:00 AM - 9:00 PM, Thu 10:00 AM - 9:00 PM, Fri 10:00 AM - 9:00 PM, Sat 10:00 AM - 9:00 PM",US,<MISSING>
162,rackroomshoes.com,https://www.rackroomshoes.com/store-finder?q=33122&page=32,SHOPPES AT ALBERTVILLE,7360 US HWY 431 STE 5,ALBERTVILLE,AL,35950,716,2568781549,33.7786944,-85.8945534,"Sun 12:00 PM - 6:00 PM, Mon 10:00 AM - 9:00 PM, Tue 10:00 AM - 9:00 PM, Wed 10:00 AM - 9:00 PM, Thu 10:00 AM - 9:00 PM, Fri 10:00 AM - 9:00 PM, Sat 10:00 AM - 9:00 PM",US,<MISSING>
163,rackroomshoes.com,https://www.rackroomshoes.com/store-finder?q=33122&page=32,GATEWAY PLAZA,1112 HAMPTON INN WAY STE 100,JACKSONVILLE,NC,28546,722,9109370059,34.7876071,-77.4061383,"Sun 12:00 PM - 6:00 PM, Mon 10:00 AM - 9:00 PM, Tue 10:00 AM - 9:00 PM, Wed 10:00 AM - 9:00 PM, Thu 10:00 AM - 9:00 PM, Fri 10:00 AM - 9:00 PM, Sat 10:00 AM - 9:00 PM",US,<MISSING>
164,rackroomshoes.com,https://www.rackroomshoes.com/store-finder?q=33122&page=32,MATTHEWS FESTIVAL,1819 MATTHEWS TOWNSHIP PARKWAY,MATTHEWS,NC,28105,45,7048478738,35.1257092,-80.7084906,"Sun 12:00 PM - 6:00 PM, Mon 10:00 AM - 9:00 PM, Tue 10:00 AM - 9:00 PM, Wed 10:00 AM - 9:00 PM, Thu 10:00 AM - 9:00 PM, Fri 10:00 AM - 9:00 PM, Sat 10:00 AM - 9:00 PM",US,<MISSING>
165,rackroomshoes.com,https://www.rackroomshoes.com/store-finder?q=33122&page=33,GAFFNEY PREMIUM OUTLETS,1 FACTORY SHOPS BLVD STE 425,GAFFNEY,SC,29341,275,8644881607,35.0819782,-81.7121115,"Sun 12:00 PM - 6:00 PM, Mon 11:00 AM - 7:00 PM, Tue 11:00 AM - 7:00 PM, Wed 11:00 AM - 7:00 PM, Thu 11:00 AM - 7:00 PM, Fri 10:00 AM - 8:00 PM, Sat 10:00 AM - 8:00 PM",US,<MISSING>
166,rackroomshoes.com,https://www.rackroomshoes.com/store-finder?q=33122&page=33,CHARLOTTE PREMIUM OUTLETS,5512 NEW FASHION WAY STE 972,CHARLOTTE,NC,28278,658,7045884699,35.1700072,-80.9699715,"Sun 10:00 AM - 7:00 PM, Mon 10:00 AM - 9:00 PM, Tue 10:00 AM - 9:00 PM, Wed 10:00 AM - 9:00 PM, Thu 10:00 AM - 9:00 PM, Fri 10:00 AM - 9:00 PM, Sat 10:00 AM - 9:00 PM",US,<MISSING>
167,rackroomshoes.com,https://www.rackroomshoes.com/store-finder?q=33122&page=33,ABERDEEN COMMONS,11088 N US HIGHWAY 15 501 UNIT 400,ABERDEEN,NC,28315,18,9102460055,35.1569478,-79.4200667,"Sun 12:00 PM - 6:00 PM, Mon 10:00 AM - 9:00 PM, Tue 10:00 AM - 9:00 PM, Wed 10:00 AM - 9:00 PM, Thu 10:00 AM - 9:00 PM, Fri 10:00 AM - 9:00 PM, Sat 10:00 AM - 9:00 PM",US,<MISSING>
168,rackroomshoes.com,https://www.rackroomshoes.com/store-finder?q=33122&page=33,BROOK HIGHLAND PLAZA,5287 HWY 280 SOUTH SUITE 231,BIRMINGHAM,AL,35242,195,2059805750,33.422204,-86.681755,"Sun 1:00 PM - 6:00 PM, Mon 10:00 AM - 9:00 PM, Tue 10:00 AM - 9:00 PM, Wed 10:00 AM - 9:00 PM, Thu 10:00 AM - 9:00 PM, Fri 10:00 AM - 9:00 PM, Sat 10:00 AM - 9:00 PM",US,<MISSING>
169,rackroomshoes.com,https://www.rackroomshoes.com/store-finder?q=33122&page=33,SOUTH BLVD. CHARLOTTE,2408 SOUTH BLVD,CHARLOTTE,NC,28203,3007,7045234480,35.2042053,-80.8646752,"Sun 11:00 AM - 7:00 PM, Mon 10:00 AM - 9:00 PM, Tue 10:00 AM - 9:00 PM, Wed 10:00 AM - 9:00 PM, Thu 10:00 AM - 9:00 PM, Fri 10:00 AM - 9:00 PM, Sat 10:00 AM - 9:00 PM",US,<MISSING>
170,rackroomshoes.com,https://www.rackroomshoes.com/store-finder?q=33122&page=34,CYPRESS BAY PLAZA,5167 HWY 70 W STE 30,MOREHEAD CITY,NC,28557,738,2522400002,34.737028,-76.806361,"Sun 12:00 PM - 6:00 PM, Mon 10:00 AM - 9:00 PM, Tue 10:00 AM - 9:00 PM, Wed 10:00 AM - 9:00 PM, Thu 10:00 AM - 9:00 PM, Fri 10:00 AM - 9:00 PM, Sat 10:00 AM - 9:00 PM",US,<MISSING>
171,rackroomshoes.com,https://www.rackroomshoes.com/store-finder?q=33122&page=34,RIVERCHASE GALLERIA,2000 RIVERCHASE GALLERIA SP 299A,HOOVER,AL,35244,265,2059883499,33.3790531,-86.8087728,"Sun 12:00 PM - 6:00 PM, Mon 10:00 AM - 9:00 PM, Tue 10:00 AM - 9:00 PM, Wed 10:00 AM - 9:00 PM, Thu 10:00 AM - 9:00 PM, Fri 10:00 AM - 9:00 PM, Sat 10:00 AM - 9:00 PM",US,<MISSING>
172,rackroomshoes.com,https://www.rackroomshoes.com/store-finder?q=33122&page=34,FREMAUX TOWN CENTER,350 TOWN CENTER PARKWAY,SLIDELL,LA,70458,633,9856430080,30.2641407,-89.7593549,"Sun 11:00 AM - 7:00 PM, Mon 9:30 AM - 9:00 PM, Tue 9:30 AM - 9:00 PM, Wed 9:30 AM - 9:00 PM, Thu 9:30 AM - 9:00 PM, Fri 9:30 AM - 9:00 PM, Sat 9:30 AM - 9:00 PM",US,<MISSING>
173,rackroomshoes.com,https://www.rackroomshoes.com/store-finder?q=33122&page=34,FREMAUX TOWN CENTER,600 TOWN CENTER PARKWAY BLDG D,SLIDELL,LA,70458,3115,9856907135,30.2692277,-89.7604326,"Sun 11:00 AM - 7:00 PM, Mon 10:00 AM - 9:00 PM, Tue 10:00 AM - 9:00 PM, Wed 10:00 AM - 9:00 PM, Thu 10:00 AM - 9:00 PM, Fri 10:00 AM - 9:00 PM, Sat 10:00 AM - 9:00 PM",US,<MISSING>
174,rackroomshoes.com,https://www.rackroomshoes.com/store-finder?q=33122&page=34,MOUNT BERRY MALL,229 MOUNT BERRY SQ NE,ROME,GA,30165,151,7062359309,34.301474,-85.171733,"Sun 12:00 PM - 6:00 PM, Mon 10:00 AM - 9:00 PM, Tue 10:00 AM - 9:00 PM, Wed 10:00 AM - 9:00 PM, Thu 10:00 AM - 9:00 PM, Fri 10:00 AM - 9:00 PM, Sat 10:00 AM - 9:00 PM",US,<MISSING>
175,rackroomshoes.com,https://www.rackroomshoes.com/store-finder?q=33122&page=35,BELGATE SHOPPING CENTER,8411 IKEA BLVD. STE B,CHARLOTTE,NC,28262,791,7045980709,35.290819,-80.761618,"Sun 12:00 PM - 6:00 PM, Mon 10:00 AM - 9:00 PM, Tue 10:00 AM - 9:00 PM, Wed 10:00 AM - 9:00 PM, Thu 10:00 AM - 9:00 PM, Fri 10:00 AM - 9:00 PM, Sat 10:00 AM - 9:00 PM",US,<MISSING>
176,rackroomshoes.com,https://www.rackroomshoes.com/store-finder?q=33122&page=35,CALHOUN OUTLET MARKETPLACE,455 BELWOOD ROAD,CALHOUN,GA,30701,614,7066029229,34.4619896,-84.9185353,"Sun 11:00 AM - 7:00 PM, Mon 10:00 AM - 7:00 PM, Tue 10:00 AM - 7:00 PM, Wed 10:00 AM - 7:00 PM, Thu 10:00 AM - 7:00 PM, Fri 10:00 AM - 9:00 PM, Sat 10:00 AM - 9:00 PM",US,<MISSING>
177,rackroomshoes.com,https://www.rackroomshoes.com/store-finder?q=33122&page=35,PROMENADE AT TUTWILER FARMS,1636 GASDEN HWY STE 100,BIRMINGHAM,AL,35235,381,2056554243,33.6042521,-86.6393245,"Sun 12:00 PM - 6:00 PM, Mon 10:00 AM - 9:00 PM, Tue 10:00 AM - 9:00 PM, Wed 10:00 AM - 9:00 PM, Thu 10:00 AM - 9:00 PM, Fri 10:00 AM - 9:00 PM, Sat 10:00 AM - 9:00 PM",US,<MISSING>
178,rackroomshoes.com,https://www.rackroomshoes.com/store-finder?q=33122&page=35,OLIVE PLACE SHOPPING CENTER,780C LEONARD AVE,ALBEMARLE,NC,28001,700,7049836158,35.3395796,-80.1775709,"Sun 12:00 PM - 6:00 PM, Mon 10:00 AM - 9:00 PM, Tue 10:00 AM - 9:00 PM, Wed 10:00 AM - 9:00 PM, Thu 10:00 AM - 9:00 PM, Fri 10:00 AM - 9:00 PM, Sat 10:00 AM - 9:00 PM",US,<MISSING>
179,rackroomshoes.com,https://www.rackroomshoes.com/store-finder?q=33122&page=35,PERIMETER WOODS,10235 PERIMETER PKWY STE A,CHARLOTTE,NC,28216,3067,7045969507,35.347476,-80.853869,"Sun 11:00 AM - 7:00 PM, Mon 10:00 AM - 9:00 PM, Tue 10:00 AM - 9:00 PM, Wed 10:00 AM - 9:00 PM, Thu 10:00 AM - 9:00 PM, Fri 10:00 AM - 9:00 PM, Sat 10:00 AM - 9:00 PM",US,<MISSING>
180,rackroomshoes.com,https://www.rackroomshoes.com/store-finder?q=33122&page=36,CONCORD MILLS,8111 CONCORD MILLS BLVD STE 346,CONCORD,NC,28027,358,7049797225,35.3686242,-80.7206188,"Sun 12:00 PM - 7:00 PM, Mon 10:00 AM - 9:00 PM, Tue 10:00 AM - 9:00 PM, Wed 10:00 AM - 9:00 PM, Thu 10:00 AM - 9:00 PM, Fri 10:00 AM - 9:00 PM, Sat 10:00 AM - 9:00 PM",US,<MISSING>
181,rackroomshoes.com,https://www.rackroomshoes.com/store-finder?q=33122&page=36,CONCORD MILLS,8261 CONCORD MILLS BLVD,CONCORD,NC,28027,3085,7049790365,35.3692837,-80.7210128,"Sun 11:00 AM - 7:00 PM, Mon 10:00 AM - 9:00 PM, Tue 10:00 AM - 9:00 PM, Wed 10:00 AM - 9:00 PM, Thu 10:00 AM - 9:00 PM, Fri 10:00 AM - 9:00 PM, Sat 10:00 AM - 9:00 PM",US,<MISSING>
